,a,b,c,d,e,f,g,h
35,0.8543645532138411,0.12381607389113258,0.8865094159687934,0.48116773491334774,0.12491176759147304,0.2115191676950431,0.3960083230691318,0.8661195364607812
36,0.28488053095758326,0.06798691918619637,0.5499567341774331,0.5214028056958588,0.23674317840031545,0.3969996856642891,0.9454098052154117,0.5163451209582152
37,0.3304411290769964,0.06047450610223881,0.7847259962579181,0.9073273478849675,0.4707708466778713,0.7684662481418557,0.8655204988048537,0.07216383474976473
38,0.49910856930350267,0.01324795212643326,0.8768447346959978,0.01143550337367738,0.7206192654129467,0.7612057389598078,0.23765295130745356,0.03864176206889902
39,0.43461908043275943,0.5901619525308256,0.15985670057558898,0.6414786809371604,0.7914024613827607,0.09982044435326021,0.9927070859393862,0.7200243604044892
40,0.3429303592170535,0.5668032862343911,0.5470627890617188,0.201888257002515,0.20584454264955765,0.8090967049971204,0.7060609728582905,0.04378416112103434
41,0.9938442021874745,0.1123981762168278,0.22869497401886407,0.013619145059177162,0.7157271484427065,0.37839340199580473,0.6019318526316407,0.8053192017708466
42,0.6203946777651416,0.8231682453295258,0.8642528180247141,0.37368425406835026,0.2586644739075048,0.2083695773631129,0.031064097046101913,0.3453014403150565
43,0.8009558892445962,0.49218120268563625,0.48961151150932125,0.07752007457308907,0.6059532583963165,0.8457004644500694,0.19110730589037805,0.29448071943218923
44,0.5219532958186561,0.6782339338460269,0.48225749256627837,0.06679353015476741,0.8885271937063051,0.7277221789427805,0.6162502728075505,0.38904176507964694
45,0.0056821133920785805,0.37853199809450644,0.09332075384370941,0.8123465966674407,0.6360659935216586,0.44531694508334996,0.38556767656157087,0.12797759662999586
46,0.9849610305581045,0.8693670430998807,0.11534433835846736,0.02051667828678949,0.34121737548764874,0.8771551344320938,0.6232127853164244,0.26739062102254585
47,0.05965580903550649,0.2188280709942615,0.26847122131501644,0.5814838997711145,0.015727832890851223,0.5902431609587915,0.4745883198071227,0.44859270623834224
48,0.9705513652997807,0.060951370270610816,0.33627968253488993,0.6438917913739863,0.20210764903719647,0.16483810770616503,0.43031475952234344,0.8793323199958145
49,0.9395733193324635,0.8127242499322207,0.8265843292974511,0.36814427524549753,0.6624391099832412,0.010357742296101424,0.14505383805211325,0.9158536310417371
50,0.209755611140503,0.08831312418644854,0.5575035697647288,0.460736149464849,0.019912804996520372,0.21214170551797695,0.4995914239969008,0.7672720672769251
51,0.04904559660662555,0.47219526171536685,0.5699328231302935,0.31140467327867016,0.2065785159285799,0.3879387424304086,0.4944473776391275,0.9377575257756624
52,0.8406640154346116,0.7129811187074285,0.5933473441743563,0.7784089031946184,0.34614676486230334,0.5016585483834952,0.610214486386176,0.6384895252272574
53,0.8838049483697824,0.2213669845510624,0.8652920951787226,0.25263913053337494,0.5222126520572842,0.6683826482271809,0.9987587935016997,0.6479347399905558
54,0.30888510983260997,0.6272318870960714,0.6767116461357445,0.5392575370362815,0.8289022314853028,0.6594746892641798,0.35325064495881653,0.5274423785033984
55,0.9184374807279212,0.023297371613912987,0.5847187953267874,0.70118286578284,0.8409347990104574,0.12390486244207177,0.4318305874906445,0.8372610097172893
56,0.7406106726329934,0.5754189066349878,0.5708309825815007,0.3326537994066332,0.22794714573455743,0.8560076930743169,0.6833085395425154,0.0776717888774554
57,0.822540035168391,0.3704970803827412,0.9310778475475928,0.4792334215724541,0.553023676241252,0.36219106073394036,0.21962690709750543,0.7923484929149471
58,0.9044191890817845,0.913585320593225,0.2130536100076128,0.9293900073369039,0.4436660908213207,0.467514705737726,0.7872216894412376,0.8182490426705269
59,0.6157627567431875,0.6501274610081152,0.09037527382694321,0.7077852160524614,0.6542398956896112,0.8980852308693139,0.0070893932341273835,0.5054995697516113
60,0.2569351264010924,0.5883851298509442,0.4481909976595506,0.2498185910070444,0.7668845024149865,0.2710187955342569,0.3019509260540435,0.8409425705845315
61,0.5290304356831745,0.44878329392997873,0.9951899240683896,0.9590122389594553,0.3380756491719539,0.8111586776699861,0.7678528904782891,0.9893502124591483
62,0.41746581060342547,0.6323873623618682,0.8461310552569261,0.2911802227753062,0.9115061591173388,0.3517683470053855,0.5810972191801789,0.6931237586272291
63,0.5829254271457008,0.876440892597863,0.8279585826144553,0.29359604625503544,0.1679852269355112,0.06985199880644499,0.019118650739943566,0.28228083497906387
64,0.9500052707326928,0.9664907422875914,0.7858902103733729,0.3748368470135386,0.24469212066438673,0.8844416260077778,0.00046371371026465713,0.5632441964940109
65,0.29257805664026604,0.45893774187278613,0.29178261819230833,0.8436701427821657,0.1284390076745432,0.1832232130619772,0.7239544466169107,0.7699634538687806
66,0.8294825467934217,0.7952404322092409,0.2850125693835798,0.25230114088803013,0.2548226881283209,0.8602648927559187,0.35934141394815056,0.4606237658254855
67,0.7964658277046334,0.9456026151370048,0.34835712060686597,0.9698716265706104,0.5939646213808374,0.840406956584203,0.13485881872882977,0.19410893898749015
68,0.614954314953289,0.045318649512225195,0.334587543631631,0.38418120295326774,0.6655480169267659,0.7327582044663736,0.6332081420095773,0.8171927791311455
69,0.9258672800344004,0.21951874240115354,0.20075466183982282,0.13981843984165454,0.6195108106763445,0.8376578343100533,0.5585177668386109,0.3638616494356022
70,0.6586213178008508,0.10135527505791975,0.47262822232195545,0.9965493068839437,0.5318918561752152,0.9411427739057794,0.7447004975733561,0.35847724127422664
71,0.35922362830784516,0.18994846270792376,0.48863841809127984,0.13349890696467104,0.9313376679115413,0.7583683293219928,0.9620134490676733,0.9844247832106525
72,0.6391067459575906,0.7946481944793771,0.3091030386875344,0.36074629895655685,0.580774655384581,0.420854439898419,0.9664888224454818,0.08021934573350897
73,0.14649933723518505,0.7846331146648968,0.017214471564171108,0.9358039742527617,0.11858404750417995,0.553907063146514,0.9228594146769351,0.576202633438777
74,0.022632667374832494,0.3794297563192467,0.3853929619546288,0.38578751559024727,0.10315602060070295,0.12926802597346276,0.983064024726434,0.822372165662317
75,0.20709335539944151,0.31706696353764674,0.3506401488376635,0.4332135720563085,0.3463379971061762,0.49300296954653977,0.4076945397926669,0.25505567079214886
76,0.943117659735139,0.37478331517039754,0.14994363796967447,0.14832930473799133,0.3666168485234994,0.36354250838936264,0.6026459725346832,0.032835067821520236
77,0.9543105255246447,0.5857537599251418,0.6597488038954189,0.2505469809590164,0.9459128575367031,0.5294725276539781,0.7888635641877866,0.5352111333530928
78,0.3545080252491456,0.41826430022903893,0.12008998254479841,0.6244855215799766,0.6877392823238156,0.08916931491876745,0.32288280575846373,0.5097868533529096
79,0.25998709713050094,0.5144669404478592,0.8121719766641815,0.6446849682368156,0.26859648434720274,0.5941276348037964,0.26478573009978246,0.2904826461103761
80,0.6165932603160084,0.5061958668290952,0.669683058445459,0.8220944823554944,0.8560569005135507,0.8509119434879902,0.9240907944572772,0.582517307341728
81,0.11938598078498441,0.3462556653916472,0.10106799462197824,0.2886504178099325,0.102703875091684,0.5668639147753807,0.7008326110320507,0.11565027403352468
82,0.8365434985937961,0.9321916629958686,0.7286244911233201,0.2455609892373899,0.34270713244893947,0.37088352189155904,0.00035551365606112384,0.8482989289665869
83,0.6878240634036848,0.47154741616521334,0.9837971687637319,0.4896543982456296,0.6197576164708187,0.8442402155175427,0.48189171408714415,0.9676946026092914
84,0.8267253077458662,0.01457859882646273,0.12876096326387598,0.5540441515197028,0.49359048411962114,0.6159799552593376,0.03874597138743752,0.08393669660589731
85,0.5761141923414642,0.04291519640728758,0.8458971929023134,0.03714350944672329,0.6423698400366404,0.8393812381622715,0.26435479255215255,0.6566257955688362
86,0.7278042649679234,0.6005730188126216,0.7249990371564654,0.7690482885109329,0.8446733072305529,0.9474003078654649,0.2463220293268087,0.5760058244389261
87,0.606448427934112,0.05087807602222849,0.43755812880616873,0.6556196745356137,0.5555366413282634,0.5239399919092771,0.6178105653884868,0.7233278532731312
88,0.16822889226538906,0.023801641706372223,0.9304938301859813,0.874611649234665,0.14503206952456693,0.1548524618069962,0.01235282427229667,0.6535087923203505
89,0.02021493900284388,0.38160621604499323,0.056812776421886424,0.5350213487997902,0.7012099945136118,0.06742706244212204,0.371757366851326,0.7186491299401276
90,0.6555652526280865,0.16226624934773315,0.6950882925968734,0.5723417264023559,0.534527940479605,0.22633504212636202,0.7428390339003235,0.9747208593958976
91,0.4416483365556161,0.7615292150832216,0.8158861377675876,0.29568681603660896,0.2925002432824618,0.8597454285105329,0.3258797265569213,0.8334549077044978
92,0.7471701457835713,0.45218010280615406,0.062352495245747486,0.4738009516836962,0.831409361785288,0.9598003437081992,0.022875109088387746,0.9239034824890417
93,0.3313006093207276,0.8707569857484605,0.5678057878969103,0.04238127038004047,0.3632509219230765,0.6431337918304679,0.4056029684232769,0.5283647341200579
94,0.38171068392063545,0.9953955378559919,0.8767677913957282,0.29050542617701147,0.0404022001075941,0.17577464599293458,0.8820832747548463,0.685091860366399
95,0.9395674558802306,0.05696493593618146,0.7997182506871836,0.33376132766749533,0.6123686738624274,0.48074493434203136,0.264031609217925,0.7843057354491185
96,0.17480548467155743,0.16109004390337134,0.2539054180446919,0.15057587834162012,0.22868598086259473,0.9232565083422943,0.9584419961180677,0.8653598519212907
97,0.8491079880525936,0.044207417415680905,0.33653586438704575,0.6111575964303756,0.40661010417300303,0.29126653376861167,0.6483365385744603,0.32199127984498754
98,0.4824080614108679,0.7869417136580353,0.2964726614444264,0.3240416104010584,0.681027523479942,0.15245011195173896,0.9000311604576761,0.8557343815551994
99,0.9023068804611585,0.2557556281522232,0.801568147084339,0.37142905332852505,0.5730627507590672,0.7126658611027614,0.9134955441250827,0.03103879355985628
100,0.33681437915424495,0.8300433795346566,0.7259678784573509,0.23546146167687976,0.37864039349392775,0.4415906914831941,0.0172203091847557,0.893825464295942
101,0.7352226094158689,0.7740617165872793,0.684324328054161,0.49569065853865957,0.1496355754156229,0.4342164874050325,0.3798550745454018,0.5628741312592134
102,0.6575887461450248,0.014400731684750867,0.011290501540927922,0.7803196410252063,0.1370504787402802,0.9118078817147508,0.5254495141794427,0.022812585451435163
103,0.681863994259935,0.9744374909431303,0.33923444793831803,0.8614235183861367,0.4187918669883006,0.3708300770012837,0.567927718476783,0.11430632919520112
104,0.14204580232991326,0.3666267805441754,0.9093057695717278,0.33250238905643603,0.5221905465003587,0.682070395049124,0.9281980596321009,0.9880512787798327
105,0.8495496790997308,0.3116921303811909,0.3642528122721642,0.22918984166887224,0.7594996962973486,0.3024033612721678,0.8344935629709789,0.3542651750089886
106,0.2734452664190572,0.2134747528711448,0.4007825752456332,0.2177789109953886,0.4018115317110712,0.22632578676899162,0.6745685667490867,0.8857641045062901
107,0.9077986690398361,0.22971293904004164,0.21024588303414316,0.25384132213027955,0.707295401621912,0.49747576975067187,0.7162773047719925,0.7245011949382262
108,0.7164692501202928,0.2763180325735507,0.543153448622235,0.905718713523285,0.016911229559431362,0.6649905575780278,0.7275856286057034,0.16824501844659379
109,0.8714185762440353,0.7759001372554573,0.6667961771854845,0.7913853148857803,0.6610873755088836,0.3297130291178616,0.6855737517133279,0.5410514201310295
110,0.4331790934757732,0.3317508022190354,0.13946925250830766,0.3463686999351523,0.2714309679931506,0.32257720459645756,0.5119171239084855,0.9852737889161503
111,0.11024180639719339,0.4990840766039175,0.4029558362793444,0.35673804038309687,0.5983879310058565,0.998008932271734,0.9490237355868184,0.0002672198244235702
112,0.6940327474495201,0.7060458221350584,0.4220528282144672,0.5253055999960556,0.19664944157360176,0.3512564233816058,0.1292122920473382,0.6816060481148523
113,0.6025015735639967,0.5004946265003019,0.34510478820763024,0.33091404661165746,0.41364938601458534,0.8637277322003867,0.5405863229892189,0.6287528845464211
114,0.02215898829471641,0.20321136458689582,0.21164305484185386,0.7258260140211302,0.1307295131188394,0.02195645962463766,0.42719210042962197,0.6479744033037738
115,0.22883867748508335,0.7374906603042295,0.5117835725285595,0.5424483474167798,0.8746904924394223,0.4556947392699522,0.3793380706690137,0.6267522411747942
116,0.49350908688251527,0.006988942315300117,0.7949953428310702,0.5795636103652823,0.31882660147463415,0.41034013022763693,0.0459699503172839,0.20583773870520494
117,0.26763624257906027,0.45605254310346155,0.712386897159008,0.32775245048774004,0.05094595612454356,0.7347017591301778,0.986038672943879,0.20867198280796606
118,0.8514638698982337,0.24824009686107995,0.48091788241969624,0.2884089717274374,0.9682481283168652,0.13158992207369014,0.6018597889647351,0.7335461352106865
119,0.9625423481239328,0.2061382629370433,0.6056164377666327,0.870649204338357,0.012698417721262456,0.5460575163763957,0.24265886381724144,0.3410958434557464
120,0.2746236493451235,0.13500933982844543,0.33134923399156047,0.0499509191619556,0.25610983695293044,0.03842128566609526,0.8783647192327629,0.5436778136944488
121,0.936478789534482,0.001005691842447476,0.8112214563407378,0.3736678317110945,0.224231350010766,0.40704900931426935,0.3155355910091945,0.0060562227220472
122,0.9209917097978645,0.7273390781931733,0.5589660604702245,0.5280053713206881,0.5697240049426161,0.6340850123091791,0.8156814417135848,0.9814171197776557
123,0.8649892798327661,0.8285994432555617,0.44036698392815743,0.8663200152892298,0.09321319173623688,0.8973991361456285,0.10045819559181446,0.4315034051935319
124,0.6121979921932571,0.32606583821051227,0.03870532458284748,0.21871706594236928,0.7921045133855147,0.4036296495753964,0.7362967459137166,0.7262299254822445
125,0.37821170367990287,0.43122048055708073,0.8964610668883867,0.6723569867301227,0.37491166128117914,0.6479170758473967,0.5601036675761939,0.6026137118944686
126,0.5703567226116624,0.6523192134512112,0.5867378872414625,0.8342764611324802,0.18665317142341853,0.17072626928208712,0.11569600019133974,0.22759651480720067
127,0.2627106279678174,0.29635624957938833,0.029360570892127735,0.8337041923488195,0.6568088698135205,0.7166951146840841,0.6523334438854933,0.8493856305240276
128,0.5373482536283402,0.5733052443394033,0.15200957253060032,0.20936479673302177,0.9678653331734766,0.3028242654294435,0.29609027752852934,0.6849198499014816
129,0.8716130299002215,0.4875681777970463,0.6724495751809915,0.400777992978943,0.19219403301509264,0.6274447434704543,0.8622175765190377,0.5074625402138426
130,0.3942823636338122,0.6536811715102514,0.6187623885944653,0.09463603066729731,0.1333877417456304,0.3249122225270318,0.9937791752145965,0.4494474580737595
131,0.3917796102459218,0.231317408872867,0.2543927949507806,0.3527471173640785,0.6342620506552714,0.33119152623420933,0.03986967575323752,0.5083508613945406
132,0.6751384685565877,0.34070046971427803,0.15274958562693963,0.43128030764482383,0.23731022697612547,0.5622318612226329,0.13259760137126597,0.11490410864197531
133,0.9945834848615983,0.1572155013370976,0.6550799001264743,0.37450153392142493,0.9302130315837738,0.8919761859732916,0.3556900673295402,0.7939482735531148
134,0.9495022730303058,0.48278186937769607,0.7622618428306102,0.3236720163635749,0.41790506916800396,0.10497517255465161,0.3489894827250709,0.6457561323088319
135,0.129944089164042,0.8691576661913197,0.8226845233791961,0.7427950963469101,0.7212395642525163,0.6108056110485586,0.8501945079603426,0.13039011032227932
136,0.34270365294686256,0.3455875265160304,0.9457519537650734,0.9923875254266988,0.025139861608184377,0.8216934862995791,0.3584771797576296,0.8546999776473301
137,0.665667697252137,0.10121323529569282,0.7724563282917909,0.10359466749459456,0.9933832428537357,0.2706485152698688,0.03220066112242448,0.8080701355577611
138,0.5269453055974289,0.5492996789373339,0.6130461323249629,0.8511587373469391,0.32933613246705895,0.9982159415238865,0.5338461878607156,0.5952436772557411
139,0.7672325259905164,0.5542587353809607,0.23213535952961506,0.4998139984174541,0.48247372479095485,0.34340021791465236,0.23840529111960973,0.18160707754482852
140,0.9821014798129525,0.13512579322126228,0.19373225681358908,0.5110154482410236,0.6578885779670676,0.8421553413425806,0.5016268023161802,0.6994631899814645
141,0.42133617984825256,0.35221646170671883,0.5590729317281752,0.15322765212481126,0.5354427268871281,0.8481338713614436,0.6588038204715578,0.3243536796078593
142,0.11492950427637438,0.6489045896727825,0.2625895660200551,0.33199297558424623,0.9903092124117417,0.9100424415531716,0.9642607890650067,0.33687963370802854
143,0.1894656570103629,0.8730408217848515,0.9881416515243528,0.7237743294028087,0.4275612176635215,0.009553149909568237,0.6403652619510987,0.34928734734709155
144,0.8520375774150877,0.21369875653327108,0.6409144006800134,0.7363002281272589,0.9915792030943026,0.04937131996433419,0.7545362636527224,0.9008092052951422
145,0.5428753032944909,0.5212890715390888,0.9149447279881704,0.6919775881882325,0.4011989229791759,0.39660421906843135,0.6851331460751267,0.09220072651822953
146,0.3010680745899351,0.20062429149197347,0.7054560036928123,0.25417942346201405,0.4870743252841486,0.5425327754774931,0.5531101951332227,0.7778419632245762
147,0.7631506058428613,0.4712548089895413,0.23907535315499295,0.8001053645146227,0.22437762464026756,0.45454090561513927,0.9122704549288132,0.14142053311743663
148,0.22527448613688994,0.09527097757241487,0.7909970508740903,0.9528209650313495,0.7912427903093489,0.7139325293051513,0.44372667740644334,0.38111844653656934
149,0.8352476572655186,0.7111528890342529,0.5153445678261245,0.29054882058979536,0.4472913113069579,0.11314746865690972,0.10196560588924741,0.717938803375955
150,0.11762719415956568,0.1244391667800504,0.6694131600667469,0.9018478109083717,0.7785793117278552,0.1642405650603862,0.7017824093619458,0.23720130209489687
151,0.540589232820162,0.007583689777091673,0.29105687037531913,0.28021236969746677,0.2926076047862981,0.6209747515211547,0.8822780757054624,0.9308356346141462
152,0.18866783689741518,0.4592381724673844,0.2848204235379119,0.8224993139352015,0.03948558993916296,0.8767042979467068,0.6450127191396834,0.4423885387654548
153,0.8791809040821297,0.9823320659010603,0.9941161961348166,0.023873895344551976,0.872941501329725,0.06002773839864295,0.16454954493615437,0.8686985949394984
154,0.6996817738204889,0.4543219140307737,0.8748704170414792,0.12511804215973799,0.9486685666075603,0.9253522778691854,0.23017862608565431,0.5974136593864168
155,0.49249045147145,0.9209540456475787,0.047499185504641495,0.286248681609209,0.49255733184203987,0.8761278972406472,0.8317796646652047,0.4087692619433002
156,0.9202472280354157,0.8275301034493621,0.614202494052152,0.8130160731263603,0.8218358660128191,0.5960308407622132,0.6784325656629007,0.337483563330531
157,0.6081293930493554,0.6298045566798106,0.4794966605762149,0.5115192354569957,0.56885692786008,0.7817843002548411,0.9278496806843212,0.9002124544145715
158,0.884482218463168,0.8787423164150978,0.040334141593421746,0.2972870738958747,0.6085535956385792,0.9159881785416234,0.2878942463734222,0.9149288609920624
159,0.8189546437900382,0.4331488295190027,0.3228126271825489,0.8859387402699058,0.6770561359729004,0.7613591227295073,0.36329880407631265,0.9612165500848422
160,0.5410505883100248,0.6512772135176841,0.6760069063643941,0.49597341773483317,0.19215204393090757,0.9462037681619756,0.508142369142797,0.02001963671178697
161,0.3335549923158668,0.789342417524236,0.8079720746045528,0.48330520522465525,0.10345169469024451,0.3185151955749006,0.8215981669417604,0.20240784126945688
162,0.6284114968692307,0.6586758840588308,0.035216557308704766,0.8291732946657249,0.5269555923246031,0.8720329991001291,0.34769106006411,0.34053120895049804
163,0.7144248027878249,0.21103897331989863,0.6312983056536974,0.9318796912008599,0.02186243966121071,0.979542536666442,0.20770692776692934,0.5157224426728866
164,0.8661471949967676,0.2716764352737,0.42283151170492506,0.3762666777242406,0.21025609069087792,0.5703733639578747,0.11584375599134356,0.8696203177710248
165,0.3778338604662791,0.40190179774826407,0.8267282691224428,0.8604660603537678,0.45505029590959367,0.102294555780295,0.3204114294386923,0.8676307431351663
166,0.22787908922919242,0.5077603000570252,0.9965721260544398,0.5702036370946953,0.8832347082973531,0.22792871290832462,0.1186056550526644,0.41533544735570926
167,0.7377355584316296,0.529143100702441,0.6598002956750644,0.19711910450341374,0.6928144557798271,0.9637277899568395,0.4069343277719528,0.8025721439467631
168,0.3142320035105939,0.9409411104516571,0.43098319278267294,0.8923485774574375,0.43455580832606544,0.8544036965809773,0.9673828084532207,0.24114161560188474
169,0.4991517353367261,0.11453410730109614,0.9762968420286678,0.314085644583447,0.17836514273962734,0.6014955565743947,0.11056123097932746,0.942270660997182
170,0.22968484772659448,0.4018504935452729,0.8208007170117998,0.013095996979055391,0.021700179889127758,0.9826375108357758,0.25021770904017826,0.3575377320018822
171,0.42081098343927137,0.3373952000272873,0.5199739153789854,0.5994336614465897,0.23210058484858864,0.39149571908214276,0.6569428950388383,0.7557972160604874
172,0.6004100176188485,0.19616556871008628,0.2417886717067942,0.1699017695503814,0.6721988085993909,0.6058536690551196,0.5277007386260344,0.4175086445408419
173,0.9384568332540592,0.15663779953633594,0.8058885998220504,0.6558553779218219,0.04877531880544261,0.37206759071789175,0.8204874698963984,0.7041215275280581
174,0.8363184324047204,0.29302876540411804,0.21250804458563388,0.48404416109090165,0.49459670734554784,0.6594291397939518,0.6546177783199525,0.8784464156103426
175,0.372597767386876,0.5346399358555514,0.9989103521603299,0.5507380482688486,0.6999909764929116,0.48195375814178676,0.6972906536872281,0.3687263211003192
176,0.7365525744355035,0.7747794763712201,0.149298116379593,0.6762055786035657,0.10098373757573975,0.4485120513410412,0.4025136082592887,0.7961977250809313
177,0.14964973150491456,0.860951463326179,0.5872260162052627,0.5539102218649242,0.2773350379057218,0.4455962730037084,0.7552428265839706,0.5031137580271877
178,0.036969270724174996,0.4641782819958381,0.47169038517296735,0.1972408809875016,0.23993255619172382,0.08012253292129101,0.40853728300861003,0.7391014431083781
179,0.8972851413843277,0.6474294016095168,0.6003251008644432,0.6135481345304664,0.2066981930450249,0.13591671946473838,0.47224585678687103,0.9949573024692814
180,0.19846637735896944,0.805801777218122,0.3334699079268413,0.6783035184893261,0.6304933749767299,0.1611749441572442,0.11857547185088924,0.8768330741434929
181,0.22705383194575124,0.43224707078605606,0.8991662168465736,0.4877910845723151,0.5998643621600386,0.38675164245984484,0.2517967515727223,0.34972760207206277
182,0.8674584772601568,0.8832103798059759,0.2162220914576427,0.8138096664522416,0.5552673746845296,0.8009035692166773,0.6551244511840585,0.33524744567093345
183,0.5061823300096033,0.6808956566280662,0.7542617137605707,0.39175235339043224,0.8250605342192443,0.18089557891975916,0.6860804788646387,0.38623984299903336
184,0.1467634894251838,0.9580032011819948,0.259770532677713,0.13621793066557542,0.5461702467589266,0.19764446497787824,0.9771767641598464,0.873776023113397
185,0.7434071214182977,0.08762396647037163,0.4945907367271015,0.6544856958390197,0.849441086664526,0.8700181714453149,0.9856505182843946,0.9064821418910052
186,0.17795733941824932,0.6923805509884466,0.737602444097122,0.6571645227544624,0.8098752493697873,0.5848943169464008,0.6550508458734163,0.8142730033680818
187,0.08763140822184179,0.34173814584571427,0.6398785974891942,0.9971398260712925,0.3176467564529202,0.7113425858522708,0.20526614184242764,0.04840481904423899
188,0.7219317194107474,0.4512328669640344,0.7732389996537554,0.4850725173180116,0.6134958694877884,0.8726849639662099,0.7167105950986289,0.7222657514622521
189,0.07481744002939428,0.5344741147309091,0.002190899029938631,0.1466289642412596,0.13566297347909329,0.022711929983645462,0.529502009193258,0.8246711266285395
