,a,b,c,d,e,f,g,h,o
63,0.10261717006958371,0.7777495942056212,0.4171449724111599,0.6879767348323665,0.3866139600289141,0.5254578702230939,0.6268255030329849,0.7413761545963972,9.533765127950216
64,0.07666846074709688,0.9422622154203204,0.8310354624414802,0.7020271401685899,0.23117370494117806,0.15586459161212396,0.19804626999647024,0.8851374967254126,9.118939607018401
65,0.477604964074841,0.6149310368414597,0.16788393072726837,0.1019745075702625,0.6277890658975714,0.5660716876822606,0.7911879598858101,0.6470085930035065,8.535401050587991
66,0.4454092783895294,0.4886184851762049,0.6170181820367753,0.637655140714364,0.8383917257802823,0.6290649858891588,0.9944347960823188,0.45168057913633786,8.720857627654324
67,0.7938903952887567,0.5610443706811183,0.8087111529169525,0.7519067231774103,0.29757479405628084,0.6710182126458561,0.2539875992444691,0.543020723160364,10.580789138291731
68,0.013696728180399576,0.7886273797468151,0.8238797998000296,0.509847121154714,0.9364716718216902,0.5625038634928282,0.03621040150798216,0.9020890286826341,9.25215702156073
69,0.40632364626832573,0.9658518436524761,0.3954926390334772,0.9564760078432272,0.7768481405514172,0.49313762320420385,0.8158211825909173,0.2657045675333126,9.881610900590276
70,0.9534304202975815,0.7522381448563399,0.13322675287805208,0.7085190331424229,0.27323441192310716,0.5570932851980586,0.09301645947042081,0.27728027083030293,9.723090728264026
71,0.7330749804449067,0.7126092924144838,0.6579003328496112,0.630536860892933,0.6428294780539231,0.09258162363084621,0.9630202788125184,0.5620010027107255,7.793039605015262
72,0.9545949469739964,0.3652591934901106,0.15249578014202603,0.1662216672661636,0.04281006707774171,0.041073836856582724,0.34640204543018593,0.07293620900757747,4.547928578317939
73,0.15738440957819444,0.9258457776481462,0.5477925041329824,0.09431236174017887,0.5350524202092819,0.6861870551454529,0.0737003502826733,0.17364060195769848,10.34574445965274
74,0.4094952082506502,0.9741094763869639,0.48945206543772923,0.06793232008760186,0.49661116847152365,0.0273093721567621,0.13806989204938536,0.7503097906430733,9.04258669255135
75,0.25485636636525544,0.26882949424738034,0.09696990215297985,0.18798535672460415,0.8877435532058694,0.4704979406472103,0.6058862153410961,0.16920303742160325,5.247715277930421
76,0.3788457966498152,0.8705414180366698,0.9278199164426828,0.26988948409937186,0.35092688900369273,0.9656777759081142,0.9234035945964246,0.7459097526255757,10.662439247724606
77,0.16406619630650943,0.6625375876397046,0.42735526134945145,0.9319821663772184,0.028261757986975056,0.16339097315882378,0.8994848998817239,0.3057670551335596,7.521072045600154
78,0.6136571066261155,0.3062683474038804,0.5811633251443985,0.44787604656834823,0.5163698568217834,0.41890986589282597,0.4537801973611286,0.9425882062819348,5.286202793845536
79,0.6650350205470614,0.8031233979139561,0.7836373632911027,0.6701755856450934,0.5982392882787121,0.7747684181720281,0.04577010407767934,0.5035437994877894,11.406191347398476
80,0.38789637162255497,0.1669830596479066,0.9276535130090315,0.6443784400100193,0.2269545435203525,0.31765966437009585,0.8716486359257742,0.859834953443637,4.4901706365989
81,0.7160690914171419,0.7246942971374126,0.7204156248809135,0.4819904743329161,0.21732468612761568,0.4923070341723226,0.5846607782469618,0.8568500757555051,9.941141705216502
82,0.7561218044606473,0.2592499045686978,0.4192355180755334,0.8888359798026886,0.7198589290289665,0.13465207433887516,0.43810221289324436,0.9599365254327322,4.506495483806061
83,0.9573718549785192,0.5638911850932283,0.5460661131792158,0.32152586439733843,0.3047586809409777,0.9172493302598932,0.9959538684421018,0.8664683829980981,11.430628068500656
84,0.538603710641685,0.48681734285534495,0.683264874913612,0.7111280135798717,0.018285238231608658,0.17139398815366025,0.8956021046140911,0.3572207231148633,5.834439316617034
85,0.8132902021815152,0.6952319676935539,0.17302713090206434,0.43050419507633997,0.7615867432281512,0.7717345544837326,0.1459609047778192,0.5534673762820816,10.443439751432399
86,0.6118138701842973,0.36777716463387866,0.11784040103425197,0.8077879683187835,0.6743123248176967,0.7987549069774946,0.12335945013292937,0.012434253227900927,9.84922182029666
87,0.8301280330851123,0.700421122469213,0.45707814175124495,0.5751664213264414,0.6729427840480988,0.7255709577294369,0.0069904368450113274,0.972914100783217,10.564166525131627
88,0.9266989500386245,0.2274513307883197,0.6762697868984917,0.6525206959087274,0.5520098418806147,0.1753693914560931,0.14916614012418083,0.05241385085112238,4.558340601987956
89,0.5900492494124997,0.6372490290731019,0.6346854690261527,0.9657453525494419,0.9232336451745808,0.28878983443933015,0.8968724642734113,0.24367993306008207,8.40046538735437
90,0.8262003870708682,0.14854106365772501,0.4065647813880767,0.3904807927345606,0.7118613924955582,0.6442786228604584,0.9947493688049519,0.9407806350013551,6.553863054765196
91,0.669559652001422,0.2777899688639739,0.6339735521414483,0.9438336373758617,0.4795039396033781,0.5225643860574842,0.8187726466612205,0.2804138115951246,6.579491761250527
92,0.060045341297794486,0.580970091556985,0.610189636493004,0.17808991842821265,0.7880579047443278,0.881832949120241,0.3175369472830166,0.30199081305342623,10.043718493851996
93,0.5668533532689395,0.9114981105360631,0.30062617207756215,0.6421730313124879,0.7547662925870738,0.10034366311784149,0.173286754701093,0.4938422705122524,8.902413061543239
94,0.6693746787850068,0.1944602030269057,0.7083316678032068,0.8728339226242152,0.08629165086293134,0.7869342191990113,0.38410478710568774,0.417570921058825,8.520227274115877
95,0.5481852300327573,0.6076008107706397,0.828555736838134,0.8596229241872839,0.050212559528692635,0.6407130053957887,0.8914305561475354,0.7260898789143528,9.814058669125235
96,0.2891802700349293,0.23349870737420797,0.30183144661526917,0.7077214590929363,0.23997466416532676,0.45142851592968636,0.22363114173412335,0.5869740430920581,4.772868542357662
97,0.5760570879286502,0.3026115923900734,0.30039414888183213,0.7768582579233189,0.5471847171792584,0.812828418897334,0.5112837520328702,0.4374295747371908,9.85978795057195
98,0.1929239458126374,0.668175095955292,0.5265595864390877,0.02174081396465366,0.13743423616171058,0.5096701391169091,0.6717575682928313,0.8152481144968139,8.512298537370954
99,0.014648100582613677,0.6807200203527963,0.9550373340110355,0.20143635408485816,0.33710529944083845,0.8400646988290423,0.0008288416453099412,0.24639653999187316,10.893006621549121
100,0.3220153894152974,0.6246297115597998,0.010645303959656016,0.9435439247926504,0.8438973529094455,0.21365227121381802,0.8329825710388051,0.868439791954466,7.465239066797759
101,0.6749867805669334,0.8097779546841367,0.8414448787041546,0.5468439885592843,0.4499672867359238,0.09799282159646827,0.6704737758623123,0.2313878350408436,9.274613692665334
102,0.6994687339938552,0.5630448818612346,0.46073755001871874,0.04833123778642523,0.7240466493204896,0.43733257193247865,0.8345332542699664,0.8092132221553494,7.776334415751884
103,0.20465593500832058,0.3282790485357999,0.7984207585599208,0.18577735457405575,0.7449498436313083,0.044950882370015544,0.14557376067364858,0.5117795037117727,4.374588338720836
104,0.6126933254628993,0.01068120636544112,0.285039685910377,0.4404010737231383,0.9193135418825592,0.46125386691262404,0.005543059735137135,0.22043180506141158,2.9415999347103816
105,0.8053863821547607,0.3679648591704834,0.8453676742709202,0.5776650942733182,0.6448795934220758,0.9955012091421027,0.13056074903107862,0.9157884356191187,11.524329683275157
106,0.9040380426418958,0.49176039277401995,0.1795978544991611,0.5808283620915233,0.17410212555739701,0.9421221347370913,0.40487552690024586,0.2240150247057503,11.066693810862764
107,0.34413485530369226,0.6086538802106848,0.8266483336318322,0.2273007538393912,0.6249198087626018,0.38885967481114836,0.5264775317532628,0.8563655073619023,8.271041153663216
108,0.23560990191273212,0.33583857768287617,0.9627731025171368,0.0074531930564751825,0.4098191375527803,0.21749939159337317,0.46298114653738565,0.20093051874732382,4.29648877907313
109,0.8444729153693741,0.9848598205043613,0.7740790272073258,0.033219053037567114,0.5543355951968681,0.5505543269724272,0.034089282623715356,0.020299788090385462,10.802607819373293
110,0.6577294360851701,0.40872610514986163,0.09686255501078278,0.9579926427935741,0.3410621351052605,0.23919942222893364,0.774875273871653,0.6756191726951566,5.641635263821051
111,0.7391921268406783,0.3495389730192191,0.6715377526057816,0.5748616251793455,0.104023235598663,0.13325720439104793,0.08852240051767901,0.09425951229962604,5.3899558487542585
112,0.007939770041055838,0.8705660342376954,0.0742985462310366,0.6741460723105654,0.7169406436588193,0.12024552571155955,0.6582452344230687,0.6562632245117367,8.01931976072275
113,0.4025036407480388,0.6444173665553717,0.7098803492383625,0.4474206190445702,0.4079248627066824,0.8311372121312255,0.8913891593262903,0.1765714992490529,10.354730763895017
114,0.06394536881650092,0.9563982939856984,0.7210795112100321,0.7651449528096584,0.047394219243991675,0.35785476745667744,0.21013151452373413,0.5933767629306675,10.1093386054764
115,0.39282924397083396,0.5350509613534663,0.913467922446058,0.07154853613904133,0.5999321908975481,0.09536233526773108,0.216519445733515,0.34356243267405817,5.626323420674746
116,0.5197130807688558,0.03374772912614854,0.9703302774741761,0.7165209338413798,0.4037538723567866,0.560822638674012,0.5037536386867478,0.26683807598324316,4.497198931297506
117,0.016946427242591988,0.7830263418406535,0.45608065949314625,0.37361733712672385,0.6417073690280943,0.5481872300371131,0.3980754258104693,0.560349482084404,9.497709089126733
118,0.7880305130580673,0.8542219174929548,0.37413502944518395,0.14551870746855478,0.0002390922947380636,0.5541445942694497,0.670209042739302,0.4067341859542577,10.396200694783714
119,0.21870454022276253,0.8331494736260798,0.22103546829516407,0.34174248602214286,0.7311198036679786,0.7934006547924309,0.6536755048424121,0.3174365742891836,10.648080300199583
120,0.16782014013471291,0.5777098497544029,0.8909540266988747,0.19108687102473843,0.7746065154994994,0.9879913604404807,0.8627926652692102,0.3902408094809632,10.510340734329644
121,0.17645476865237086,0.42941107579083637,0.3582833889545869,0.3464178682020943,0.682081393444739,0.6005662654911865,0.4072685384477549,0.2561417685367069,7.854584833255369
122,0.530429370777426,0.012195991356612756,0.8274166181988348,0.5365182751026483,0.2558508633891219,0.08513503560385549,0.5821066804197014,0.5094866929991914,0.9579228229953778
123,0.873364937631773,0.43133584443192496,0.922772123992933,0.38299678352405275,0.03327772420010733,0.03111848070616252,0.42976865066170655,0.24037355417402906,5.793206434060181
124,0.19539122565377853,0.4483063911409294,0.17383676647473012,0.006901022374587451,0.179941799386365,0.5245889277333655,0.6270302192308572,0.1880816416124591,6.9090424960957
125,0.6083077539022257,0.1632559714784172,0.24773620276030073,0.09386170721392983,0.024387908682291237,0.00967754829660683,0.13753909322446878,0.6642404769209985,2.4369517801836547
126,0.4557071261013148,0.6900014748534591,0.4792683056497071,0.7154232696789701,0.4296062693094034,0.11779911523623732,0.8032951448668453,0.541186267700188,7.954546596495918
127,0.7241781097313984,0.9392424832058067,0.3755506972334167,0.6757277776235544,0.29646342738046416,0.9737010351477126,0.3181921428339862,0.6028725862387739,10.58827807414159
128,0.5614425265387557,0.8036670993886416,0.3588489775061545,0.3997884670061781,0.6871875812588478,0.7035343378292607,0.095099708619511,0.7885980098437846,10.707586779628956
129,0.5221990397146873,0.8732254748514062,0.6140768967733788,0.11481850394203685,0.8222583463022631,0.967266460066743,0.10593920662525047,0.31370821270015636,10.940875507102334
130,0.45869039771188425,0.3287403116127846,0.19347457087473163,0.7749648780247232,0.7297928287011437,0.6560222581813702,0.20522301964257705,0.23698078782817034,7.6589887032181965
131,0.8970748273977694,0.7746496845742236,0.7476908750227328,0.7652020552531225,0.6338990947677782,0.10545506935287641,0.5147396558588403,0.37350479614933907,8.604209874810987
132,0.952628916909481,0.6555852334972523,0.9825744528607206,0.2889854773405872,0.597464246989139,0.2380990494430152,0.4536590317675324,0.7964425367608354,7.6676969143053775
133,0.17610780332571652,0.2161217385445885,0.4131673663903732,0.6552220510380559,0.9373936239932932,0.6312676508728137,0.23168222185688825,0.5989721432139473,6.7263998862115
134,0.38462213997539985,0.6480930748009367,0.5803550328413297,0.36890177613353814,0.6282552969800824,0.30878627545548587,0.13372328977706183,0.16690212376004965,8.072718894978236
135,0.4166135839927545,0.011381314722327285,0.46254758269417073,0.6165485475218703,0.01081987546067853,0.4307510581725491,0.384598708945429,0.8233370928948991,2.7098840379460096
136,0.21084416109909032,0.841987473291315,0.8901872214374879,0.5289675598718361,0.14812348164879519,0.9710750034301656,0.1737275112770531,0.7109347533277519,10.467004475969496
137,0.6745456586828652,0.35956562155724703,0.1257976807834047,0.2084236964668521,0.5278739400523573,0.5353426545552211,0.30973717804886614,0.4693916395295341,6.972938303652812
138,0.4150086050027113,0.21659216148801597,0.5953497944686603,0.3325322705608529,0.19473892556003858,0.18526151258161483,0.05284664368531056,0.6936017515359517,3.536581134761031
139,0.17703016196023647,0.9493839411232832,0.206909333719972,0.018871923228240273,0.4151661704322521,0.3748219418573514,0.7227873431703394,0.15663635021189126,9.260321910136426
140,0.007624874911202673,0.8450232087054766,0.42449335674513855,0.07382951176268915,0.9831555549420905,0.2826411646031144,0.9882482057202621,0.30950548970716196,8.017874412500039
141,0.3382663582411227,0.4467951826565003,0.8854452916535096,0.810120319535057,0.5910965376872153,0.45676676212207235,0.13308798735695204,0.1641423985123135,7.300051973174753
142,0.7802008727715847,0.9685961253263483,0.21232270635662753,0.8838092346176503,0.6910741275767781,0.5233113700258843,0.6593290815972529,0.9192456027346219,11.272231032797208
143,0.9508923052042763,0.10319417464119551,0.3730106584622298,0.27642228193480733,0.600937987882263,0.4270130674711121,0.2821581938253447,0.4437613394622828,4.180940575082963
144,0.2859611299553938,0.48372182975564537,0.8060698829808292,0.884811786327801,0.554955955801345,0.26145114879946285,0.631262836292455,0.04997922975292113,6.9001568215215805
145,0.8504745788616933,0.9902547054707082,0.32443520280303995,0.018882591522830672,0.07126574073137737,0.07084931781772152,0.9499710140741275,0.4969367646027276,9.267827497102873
146,0.25600148493142394,0.7671094868722621,0.6530093740596101,0.07022255317394488,0.4274202727872276,0.9676658070661535,0.2767867003048956,0.28473843991788084,10.654976889366344
147,0.6951096816011123,0.5406348080955405,0.8482272155525002,0.7314837432306337,0.3349263952048839,0.7744349534553688,0.7272279928288276,0.43866482320026157,10.894549742995949
148,0.6305185567943937,0.37092427626573954,0.7625468783953142,0.9518552293536621,0.8350743274629121,0.39825174363100135,0.12203898626300802,0.9362202820799194,6.207255437163356
149,0.6892012399162273,0.7626379313062183,0.3899907548737537,0.16396286506955893,0.14840681594801997,0.10214882513265067,0.35011411812726545,0.09206906450707197,7.804647629658844
150,0.48088667267799434,0.13155677181786174,0.8065812194199957,0.4988080218185863,0.22663756223440124,0.3852199570045337,0.6727398007444721,0.030829741044752113,3.2461661638663815
151,0.03479741217345578,0.06079488562529012,0.34715086385056015,0.34757914143874846,0.7760251117151268,0.4663462361138285,0.48408097974184505,0.3685692916788331,3.4434735798363096
152,0.7356148940650352,0.7007562245992823,0.8556697248441726,0.7978540389103423,0.0448385083203654,0.9523852478920419,0.5138686785654577,0.8597567020927218,11.324268348661704
153,0.6151303140335098,0.818532199630751,0.11201342693669758,0.6779067513816918,0.4305424059446108,0.5607419759783187,0.8616447781024394,0.8848109828918012,9.995308969880329
154,0.674058971715605,0.7250227616142247,0.8425694066975998,0.3596325076083824,0.44478508974035613,0.2424246028883552,0.0027230110931928397,0.3071811149928215,7.9116345116284785
155,0.34987432782270933,0.0724216092097062,0.8908646955998525,0.7503988974511491,0.08713353748685204,0.5135996424865447,0.8893398762151933,0.7974941593636613,4.51802053814838
156,0.6647924703978358,0.6878622040842213,0.4342572380835332,0.2510602595535456,0.5266352299290091,0.5100146642883853,0.5826478297743005,0.3593372226192465,9.449990642687922
157,0.09354384606636601,0.5866591659328886,0.8539313145093735,0.3921568507592814,0.21805971579608197,0.8661471310838208,0.19412536910330158,0.49313179269428997,10.140668483488563
158,0.8184968022767015,0.11739300186184876,0.40281385792163893,0.3128056272219951,0.5093104001542806,0.5674004781467488,0.8115009835695237,0.3600736674777262,5.4085436934617785
159,0.8960102277645801,0.6298759842334347,0.7888698091798341,0.35452926337947865,0.1273747547645928,0.12827851789975175,0.6845130439548441,0.6791833882196723,6.983173960580686
160,0.8049957725146146,0.2128345085887734,0.1226685743184096,0.9479877031558849,0.0645122758045209,0.28213544673676394,0.9511266080211451,0.5710778937668874,4.426930145191483
161,0.6722142893265693,0.7205227635801937,0.5135617101088289,0.5914710341476724,0.5636347825879486,0.19213441631835604,0.018850766477237824,0.2889803539766723,8.462968728237028
162,0.5148672390413342,0.691019760097113,0.07449753972112538,0.678839419521705,0.008136944226227905,0.0747078643512411,0.31252670136571115,0.9082403166237645,7.000266115387703
163,0.6079026831627565,0.7651924424640598,0.38610734746117215,0.09382957013720516,0.7681215749137472,0.451419745164352,0.5045842345190675,0.1396543805074042,9.324346606854599
164,0.15506896184815055,0.04221591739889108,0.6880338118336242,0.45329753712633303,0.904853079450609,0.43773989762443255,0.622475436662791,0.3679883490627046,2.9352498622680985
165,0.6273946857816307,0.8240211552686946,0.16960718915483342,0.43505635659161035,0.28166113221244804,0.1503679088576213,0.1004813127291353,0.7964430521180234,8.599118280026282
166,0.21743052428435405,0.9581461648003682,0.31230121964339186,0.4915423593169631,0.03998696481106201,0.06943617788169465,0.9838334531695184,0.4564964777730587,8.99993446721755
167,0.6771141478356829,0.4715683747899868,0.8037624838456205,0.3430231093837365,0.659619003426089,0.37498174699781994,0.7750063715753353,0.46269142207788605,6.996275383096798
168,0.023707095709774584,0.755886043654157,0.9996644939425147,0.26439035912246023,0.643836664271241,0.10328970721887132,0.2233355454561562,0.9855244890153223,7.13359965898972
169,0.9866005968185053,0.4794987802113908,0.30387223902936766,0.3499895222923004,0.33790736507326924,0.9726084439231925,0.707852058597864,0.6477519145496656,11.315942953184164
